order_id,order_date,customer_id,gross_amount,payment_instrument,contracted_mdr_rate,refund_amount,refund_date,expected_mdr,expected_gst_on_mdr,expected_tds,expected_net_amount
ORD-10988,2026-01-22,CUST-7671,9565.48,Card,0.02,0.00,,191.31,34.44,95.65,9244.08
ORD-10989,2026-01-08,CUST-5086,8662.48,UPI,0.00,0.00,,0.00,0.00,86.62,8575.86
ORD-10990,2026-01-09,CUST-5758,4681.88,Card,0.02,0.00,,93.64,16.86,46.82,4524.56
ORD-10991,2026-01-30,CUST-6708,8987.95,Card,0.02,0.00,,179.76,32.36,89.88,8685.95
ORD-10992,2026-01-25,CUST-6014,4862.16,UPI,0.00,0.00,,0.00,0.00,48.62,4813.54
ORD-10993,2026-01-15,CUST-5530,5451.51,Card,0.02,0.00,,109.03,19.63,54.52,5268.33
ORD-10994,2026-01-06,CUST-5340,8597.39,Card,0.02,0.00,,171.95,30.95,85.97,8308.52
ORD-10995,2026-01-16,CUST-7772,1101.75,Card,0.02,0.00,,22.04,3.97,11.02,1064.72
ORD-10996,2026-01-26,CUST-9488,7544.34,UPI,0.00,0.00,,0.00,0.00,75.44,7468.90
ORD-10997,2026-01-13,CUST-2677,1749.20,UPI,0.00,0.00,,0.00,0.00,17.49,1731.71
ORD-10998,2026-01-01,CUST-6650,9460.09,Card,0.02,0.00,,189.20,34.06,94.60,9142.23
ORD-10999,2026-01-13,CUST-2058,13469.30,UPI,0.00,7149.94,2026-01-16,0.00,0.00,134.69,6184.67
ORD-11000,2026-01-02,CUST-1220,12190.38,UPI,0.00,0.00,,0.00,0.00,121.90,12068.48
ORD-11001,2026-01-19,CUST-8209,2875.62,UPI,0.00,0.00,,0.00,0.00,28.76,2846.86
ORD-11002,2026-01-23,CUST-6521,4734.95,Card,0.02,0.00,,94.70,17.05,47.35,4575.85
ORD-11003,2026-01-26,CUST-8237,9308.23,UPI,0.00,0.00,,0.00,0.00,93.08,9215.15
ORD-11004,2026-01-10,CUST-2033,7867.55,UPI,0.00,0.00,,0.00,0.00,78.68,7788.87
ORD-11005,2026-01-20,CUST-5476,12215.62,UPI,0.00,0.00,,0.00,0.00,122.16,12093.46
ORD-11006,2026-01-09,CUST-7297,14004.74,UPI,0.00,0.00,,0.00,0.00,140.05,13864.69
ORD-11007,2026-01-20,CUST-4332,8555.94,Card,0.02,0.00,,171.12,30.80,85.56,8268.46
ORD-11008,2026-01-13,CUST-7915,14954.85,Card,0.02,0.00,,299.10,53.84,149.55,14452.36
ORD-11009,2026-01-08,CUST-1066,928.47,UPI,0.00,0.00,,0.00,0.00,9.28,919.19
ORD-11010,2026-01-21,CUST-6730,13567.71,UPI,0.00,0.00,,0.00,0.00,135.68,13432.03
ORD-11011,2026-01-13,CUST-4339,5477.26,Wallet,0.018,1950.49,2026-01-15,98.59,17.75,54.77,3355.66
ORD-11012,2026-01-24,CUST-1571,3303.42,Wallet,0.018,0.00,,59.46,10.70,33.03,3200.23
ORD-11013,2026-01-23,CUST-1178,13317.07,UPI,0.00,0.00,,0.00,0.00,133.17,13183.90
ORD-11014,2026-01-20,CUST-3795,1006.10,UPI,0.00,0.00,,0.00,0.00,10.06,996.04
ORD-11015,2026-01-26,CUST-1731,3260.90,UPI,0.00,0.00,,0.00,0.00,32.61,3228.29
ORD-11016,2026-01-18,CUST-3933,4836.34,Card,0.02,0.00,,96.73,17.41,48.36,4673.84
ORD-11017,2026-01-28,CUST-2490,7946.43,Wallet,0.018,0.00,,143.04,25.75,79.46,7698.18
ORD-11018,2026-01-09,CUST-3371,11966.86,UPI,0.00,0.00,,0.00,0.00,119.67,11847.19
ORD-11019,2026-01-14,CUST-8088,9934.20,Card,0.02,4907.35,2026-01-20,198.68,35.76,99.34,4693.07
ORD-11020,2026-01-15,CUST-6109,1813.40,UPI,0.00,0.00,,0.00,0.00,18.13,1795.27
ORD-11021,2026-01-20,CUST-7738,13157.23,UPI,0.00,0.00,,0.00,0.00,131.57,13025.66
ORD-11022,2026-01-27,CUST-7691,2371.09,Card,0.02,0.00,,47.42,8.54,23.71,2291.42
ORD-11023,2026-01-29,CUST-4197,5107.93,UPI,0.00,0.00,,0.00,0.00,51.08,5056.85
ORD-11024,2026-01-26,CUST-8037,4818.55,NetBanking,0.015,0.00,,72.28,13.01,48.19,4685.07
ORD-11025,2026-01-14,CUST-8090,14295.32,UPI,0.00,0.00,,0.00,0.00,142.95,14152.37
ORD-11026,2026-01-30,CUST-5922,12216.80,Wallet,0.018,0.00,,219.90,39.58,122.17,11835.15
ORD-11027,2026-01-27,CUST-4968,9048.03,UPI,0.00,0.00,,0.00,0.00,90.48,8957.55
ORD-11028,2026-01-03,CUST-1378,9647.59,UPI,0.00,0.00,,0.00,0.00,96.48,9551.11
ORD-11029,2026-01-01,CUST-2754,3422.15,UPI,0.00,0.00,,0.00,0.00,34.22,3387.93
ORD-11030,2026-01-27,CUST-5938,10214.34,Card,0.02,0.00,,204.29,36.77,102.14,9871.14
ORD-11031,2026-01-05,CUST-7120,4756.54,UPI,0.00,0.00,,0.00,0.00,47.57,4708.97
ORD-11032,2026-01-16,CUST-7146,10698.95,UPI,0.00,0.00,,0.00,0.00,106.99,10591.96
ORD-11033,2026-01-16,CUST-2340,5572.15,NetBanking,0.015,0.00,,83.58,15.04,55.72,5417.81
ORD-11034,2026-01-23,CUST-6969,6235.11,NetBanking,0.015,3620.78,2026-01-28,93.53,16.84,62.35,2441.61
ORD-11035,2026-01-18,CUST-7947,3649.48,Card,0.02,0.00,,72.99,13.14,36.49,3526.86
ORD-11036,2026-01-13,CUST-6480,2157.86,Wallet,0.018,0.00,,38.84,6.99,21.58,2090.45
ORD-11037,2026-01-30,CUST-2907,8255.01,Wallet,0.018,0.00,,148.59,26.75,82.55,7997.12
ORD-11038,2026-01-12,CUST-8265,2678.40,UPI,0.00,431.07,2026-01-13,0.00,0.00,26.78,2220.55
ORD-11039,2026-01-06,CUST-3061,14744.55,UPI,0.00,0.00,,0.00,0.00,147.45,14597.10
ORD-11040,2026-01-14,CUST-5435,6448.45,Card,0.02,0.00,,128.97,23.21,64.48,6231.79
ORD-11041,2026-01-16,CUST-7449,9801.46,UPI,0.00,0.00,,0.00,0.00,98.01,9703.45
ORD-11042,2026-01-26,CUST-3550,11331.29,UPI,0.00,0.00,,0.00,0.00,113.31,11217.98
ORD-11043,2026-01-06,CUST-7468,4042.13,UPI,0.00,0.00,,0.00,0.00,40.42,4001.71
ORD-11044,2026-01-05,CUST-7852,12958.73,UPI,0.00,0.00,,0.00,0.00,129.59,12829.14
ORD-11045,2026-01-22,CUST-8893,11185.93,UPI,0.00,0.00,,0.00,0.00,111.86,11074.07
ORD-11046,2026-01-14,CUST-8104,3631.25,Card,0.02,0.00,,72.63,13.07,36.31,3509.24
ORD-11047,2026-01-29,CUST-4153,1280.45,Card,0.02,0.00,,25.61,4.61,12.80,1237.43
ORD-11048,2026-01-10,CUST-2128,11290.81,Wallet,0.018,0.00,,203.23,36.58,112.91,10938.09
ORD-11049,2026-01-02,CUST-6718,11303.86,UPI,0.00,0.00,,0.00,0.00,113.04,11190.82
ORD-11050,2026-01-24,CUST-3741,5250.42,UPI,0.00,0.00,,0.00,0.00,52.50,5197.92
ORD-11051,2026-01-10,CUST-7801,13017.33,UPI,0.00,0.00,,0.00,0.00,130.17,12887.16
ORD-11052,2026-01-26,CUST-4779,14834.84,UPI,0.00,0.00,,0.00,0.00,148.35,14686.49
ORD-11053,2026-01-08,CUST-5565,11781.00,NetBanking,0.015,0.00,,176.72,31.81,117.81,11454.66
ORD-11054,2026-01-18,CUST-3410,4152.71,UPI,0.00,0.00,,0.00,0.00,41.53,4111.18
ORD-11055,2026-01-15,CUST-2867,14319.83,UPI,0.00,7905.52,2026-01-20,0.00,0.00,143.20,6271.11
ORD-11056,2026-01-06,CUST-1240,2227.91,UPI,0.00,0.00,,0.00,0.00,22.28,2205.63
ORD-11057,2026-01-22,CUST-4768,4512.14,UPI,0.00,0.00,,0.00,0.00,45.12,4467.02
ORD-11058,2026-01-22,CUST-3173,7495.76,UPI,0.00,0.00,,0.00,0.00,74.96,7420.80
ORD-11059,2026-01-30,CUST-3159,10691.71,International Card,0.03,0.00,,320.75,57.74,106.92,10206.30
ORD-11060,2026-01-23,CUST-2230,11790.79,UPI,0.00,0.00,,0.00,0.00,117.91,11672.88
ORD-11061,2026-01-19,CUST-9107,507.22,Card,0.02,270.01,2026-01-21,10.14,1.83,5.07,220.17
ORD-11062,2026-01-05,CUST-7464,14340.63,UPI,0.00,0.00,,0.00,0.00,143.41,14197.22
ORD-11063,2026-01-12,CUST-1060,7346.20,UPI,0.00,0.00,,0.00,0.00,73.46,7272.74
ORD-11064,2026-01-04,CUST-1585,7636.49,UPI,0.00,0.00,,0.00,0.00,76.36,7560.13
ORD-11065,2026-01-07,CUST-5011,9167.71,UPI,0.00,0.00,,0.00,0.00,91.68,9076.03
ORD-11066,2026-01-13,CUST-6325,8259.42,UPI,0.00,0.00,,0.00,0.00,82.59,8176.83
ORD-11067,2026-01-10,CUST-9316,6818.58,NetBanking,0.015,0.00,,102.28,18.41,68.19,6629.70
ORD-11068,2026-01-09,CUST-9320,2505.44,UPI,0.00,0.00,,0.00,0.00,25.05,2480.39
ORD-11069,2026-01-18,CUST-1901,6320.04,UPI,0.00,0.00,,0.00,0.00,63.20,6256.84
ORD-11070,2026-01-07,CUST-4918,14313.76,UPI,0.00,2713.14,2026-01-13,0.00,0.00,143.14,11457.48
ORD-11071,2026-01-27,CUST-4140,2289.75,Card,0.02,0.00,,45.80,8.24,22.90,2212.81
ORD-11072,2026-01-23,CUST-9997,5847.92,Card,0.02,0.00,,116.96,21.05,58.48,5651.43
ORD-11073,2026-01-15,CUST-3460,2361.11,Wallet,0.018,0.00,,42.50,7.65,23.61,2287.35
ORD-11074,2026-01-03,CUST-8481,9456.42,NetBanking,0.015,0.00,,141.85,25.53,94.56,9194.48
ORD-11075,2026-01-01,CUST-4644,4842.81,Card,0.02,0.00,,96.86,17.43,48.43,4680.09
ORD-11076,2026-01-07,CUST-4161,9027.71,NetBanking,0.015,0.00,,135.42,24.38,90.28,8777.63
ORD-11077,2026-01-17,CUST-5078,4638.48,Card,0.02,0.00,,92.77,16.70,46.38,4482.63
ORD-11078,2026-01-09,CUST-7175,5565.03,NetBanking,0.015,0.00,,83.48,15.03,55.65,5410.87
ORD-11079,2026-01-14,CUST-5593,7193.23,UPI,0.00,0.00,,0.00,0.00,71.93,7121.30
ORD-11080,2026-01-13,CUST-4672,10321.28,UPI,0.00,0.00,,0.00,0.00,103.21,10218.07
ORD-11081,2026-01-01,CUST-7858,1024.96,Card,0.02,0.00,,20.50,3.69,10.25,990.52
ORD-11082,2026-01-06,CUST-5136,1392.60,UPI,0.00,0.00,,0.00,0.00,13.93,1378.67
ORD-11083,2026-01-17,CUST-5823,13680.23,UPI,0.00,0.00,,0.00,0.00,136.80,13543.43
ORD-11084,2026-01-30,CUST-8127,4753.65,Wallet,0.018,0.00,,85.57,15.40,47.54,4605.14
ORD-11085,2026-01-16,CUST-4001,11175.18,UPI,0.00,0.00,,0.00,0.00,111.75,11063.43
ORD-11086,2026-01-24,CUST-9777,8111.48,UPI,0.00,0.00,,0.00,0.00,81.11,8030.37
ORD-11087,2026-01-05,CUST-1556,5052.01,UPI,0.00,0.00,,0.00,0.00,50.52,5001.49
ORD-11088,2026-01-04,CUST-8505,7629.72,Card,0.02,0.00,,152.59,27.47,76.30,7373.36
ORD-11089,2026-01-12,CUST-8246,7588.14,UPI,0.00,0.00,,0.00,0.00,75.88,7512.26
ORD-11090,2026-01-26,CUST-1153,4073.92,Card,0.02,0.00,,81.48,14.67,40.74,3937.03
ORD-11091,2026-01-03,CUST-1786,8620.54,Card,0.02,0.00,,172.41,31.03,86.21,8330.89
ORD-11092,2026-01-03,CUST-6994,11985.25,NetBanking,0.015,0.00,,179.78,32.36,119.85,11653.26
ORD-11093,2026-01-04,CUST-9052,9100.48,UPI,0.00,0.00,,0.00,0.00,91.00,9009.48
ORD-11094,2026-01-24,CUST-2212,11223.41,UPI,0.00,1473.11,2026-01-29,0.00,0.00,112.23,9638.07
ORD-11095,2026-01-26,CUST-8367,11284.65,UPI,0.00,0.00,,0.00,0.00,112.85,11171.80
ORD-11096,2026-01-16,CUST-3713,3220.15,UPI,0.00,0.00,,0.00,0.00,32.20,3187.95
ORD-11097,2026-01-13,CUST-1723,3397.27,Wallet,0.018,0.00,,61.15,11.01,33.97,3291.14
ORD-11098,2026-01-11,CUST-2537,6521.15,UPI,0.00,0.00,,0.00,0.00,65.21,6455.94
ORD-11099,2026-01-12,CUST-7048,10667.73,UPI,0.00,0.00,,0.00,0.00,106.68,10561.05
ORD-11100,2026-01-26,CUST-8067,6545.71,UPI,0.00,1826.13,2026-01-27,0.00,0.00,65.46,4654.12
ORD-11101,2026-01-23,CUST-7447,8349.77,UPI,0.00,0.00,,0.00,0.00,83.50,8266.27
ORD-11102,2026-01-03,CUST-8489,12862.16,UPI,0.00,0.00,,0.00,0.00,128.62,12733.54
ORD-11103,2026-01-12,CUST-2532,7832.01,UPI,0.00,0.00,,0.00,0.00,78.32,7753.69
ORD-11104,2026-01-18,CUST-1523,12663.18,Card,0.02,0.00,,253.26,45.59,126.63,12237.70
ORD-11105,2026-01-08,CUST-6190,8421.36,Card,0.02,0.00,,168.43,30.32,84.21,8138.40
ORD-11106,2026-01-21,CUST-7500,11696.62,NetBanking,0.015,0.00,,175.45,31.58,116.97,11372.62
ORD-11107,2026-01-03,CUST-1534,11877.54,UPI,0.00,0.00,,0.00,0.00,118.78,11758.76
ORD-11108,2026-01-06,CUST-5500,11270.64,NetBanking,0.015,0.00,,169.06,30.43,112.71,10958.44
ORD-11109,2026-01-10,CUST-1471,11133.40,UPI,0.00,0.00,,0.00,0.00,111.33,11022.07
ORD-11110,2026-01-10,CUST-4723,3054.48,UPI,0.00,0.00,,0.00,0.00,30.54,3023.94
ORD-11111,2026-01-10,CUST-2936,1995.28,UPI,0.00,0.00,,0.00,0.00,19.95,1975.33
ORD-11112,2026-01-12,CUST-5611,2783.93,Card,0.02,0.00,,55.68,10.02,27.84,2690.39
ORD-11113,2026-01-25,CUST-4203,8823.75,UPI,0.00,0.00,,0.00,0.00,88.24,8735.51
ORD-11114,2026-01-10,CUST-1865,2920.01,UPI,0.00,0.00,,0.00,0.00,29.20,2890.81
ORD-11115,2026-01-25,CUST-7795,7448.83,UPI,0.00,0.00,,0.00,0.00,74.49,7374.34
ORD-11116,2026-01-21,CUST-1739,3123.83,NetBanking,0.015,0.00,,46.86,8.43,31.24,3037.30
ORD-11117,2026-01-29,CUST-5555,7698.95,NetBanking,0.015,0.00,,115.48,20.79,76.99,7485.69
ORD-11118,2026-01-22,CUST-4732,2225.31,UPI,0.00,0.00,,0.00,0.00,22.25,2203.06
ORD-11119,2026-01-23,CUST-6413,743.35,UPI,0.00,0.00,,0.00,0.00,7.43,735.92
ORD-11120,2026-01-23,CUST-9569,934.99,Card,0.02,0.00,,18.70,3.37,9.35,903.57
ORD-11121,2026-01-19,CUST-9084,7866.55,Card,0.02,0.00,,157.33,28.32,78.67,7602.23
ORD-11122,2026-01-24,CUST-9992,6551.41,UPI,0.00,0.00,,0.00,0.00,65.51,6485.90
ORD-11123,2026-01-12,CUST-6935,1890.71,UPI,0.00,0.00,,0.00,0.00,18.91,1871.80
ORD-11124,2026-01-10,CUST-9216,1964.31,UPI,0.00,0.00,,0.00,0.00,19.64,1944.67
ORD-11125,2026-01-30,CUST-9534,1945.99,UPI,0.00,0.00,,0.00,0.00,19.46,1926.53
ORD-11126,2026-01-21,CUST-7401,4083.64,UPI,0.00,1325.30,2026-01-23,0.00,0.00,40.84,2717.50
ORD-11127,2026-01-29,CUST-5497,5119.92,UPI,0.00,0.00,,0.00,0.00,51.20,5068.72
ORD-11128,2026-01-12,CUST-1308,1672.52,Card,0.02,0.00,,33.45,6.02,16.73,1616.32
ORD-11129,2026-01-26,CUST-4235,7846.09,UPI,0.00,0.00,,0.00,0.00,78.46,7767.63
ORD-11130,2026-01-10,CUST-7353,6943.61,UPI,0.00,0.00,,0.00,0.00,69.44,6874.17
ORD-11131,2026-01-22,CUST-6839,4906.99,Wallet,0.018,0.00,,88.33,15.90,49.07,4753.69
ORD-11132,2026-01-08,CUST-5152,8300.41,UPI,0.00,0.00,,0.00,0.00,83.00,8217.41
ORD-11133,2026-01-19,CUST-6378,12810.32,Card,0.02,0.00,,256.21,46.12,128.10,12379.89
ORD-11134,2026-01-12,CUST-2131,14462.54,UPI,0.00,0.00,,0.00,0.00,144.63,14317.91
ORD-11135,2026-01-02,CUST-6092,6032.53,NetBanking,0.015,0.00,,90.49,16.29,60.33,5865.42
ORD-11136,2026-01-23,CUST-9445,11541.94,UPI,0.00,0.00,,0.00,0.00,115.42,11426.52
ORD-11137,2026-01-05,CUST-3892,4218.95,UPI,0.00,0.00,,0.00,0.00,42.19,4176.76
ORD-11138,2026-01-24,CUST-7782,10112.37,UPI,0.00,0.00,,0.00,0.00,101.12,10011.25
ORD-11139,2026-01-15,CUST-4823,2491.89,UPI,0.00,0.00,,0.00,0.00,24.92,2466.97
ORD-11140,2026-01-12,CUST-5516,14933.56,UPI,0.00,0.00,,0.00,0.00,149.34,14784.22
ORD-11141,2026-01-17,CUST-5314,12739.59,UPI,0.00,0.00,,0.00,0.00,127.40,12612.19
ORD-11142,2026-01-30,CUST-9446,6497.48,Card,0.02,761.61,2026-02-05,129.95,23.39,64.97,5517.56
ORD-11143,2026-01-26,CUST-5452,4666.78,UPI,0.00,0.00,,0.00,0.00,46.67,4620.11
ORD-11144,2026-01-05,CUST-3803,5942.00,NetBanking,0.015,0.00,,89.13,16.04,59.42,5777.41
ORD-11145,2026-01-14,CUST-2868,6790.06,UPI,0.00,0.00,,0.00,0.00,67.90,6722.16
ORD-11146,2026-01-11,CUST-9613,4278.39,UPI,0.00,0.00,,0.00,0.00,42.78,4235.61
ORD-11147,2026-01-08,CUST-4172,13955.17,UPI,0.00,0.00,,0.00,0.00,139.55,13815.62
ORD-11148,2026-01-06,CUST-3446,1144.16,UPI,0.00,0.00,,0.00,0.00,11.44,1132.72
ORD-11149,2026-01-12,CUST-4985,895.49,UPI,0.00,0.00,,0.00,0.00,8.95,886.54
ORD-11150,2026-01-02,CUST-5196,6631.06,NetBanking,0.015,0.00,,99.47,17.90,66.31,6447.38
ORD-11151,2026-01-03,CUST-6629,3437.82,UPI,0.00,0.00,,0.00,0.00,34.38,3403.44
ORD-11152,2026-01-04,CUST-8422,6779.69,Card,0.02,0.00,,135.59,24.41,67.80,6551.89
ORD-11153,2026-01-12,CUST-8795,4638.96,UPI,0.00,0.00,,0.00,0.00,46.39,4592.57
ORD-11154,2026-01-26,CUST-8952,6119.75,UPI,0.00,0.00,,0.00,0.00,61.20,6058.55
ORD-11155,2026-01-10,CUST-9102,446.57,UPI,0.00,0.00,,0.00,0.00,4.47,442.10
ORD-11156,2026-01-04,CUST-9624,4378.24,Card,0.02,0.00,,87.56,15.76,43.78,4231.14
ORD-11157,2026-01-17,CUST-5567,2139.67,Card,0.02,0.00,,42.79,7.70,21.40,2067.78
ORD-11158,2026-01-15,CUST-6287,4798.59,UPI,0.00,0.00,,0.00,0.00,47.99,4750.60
ORD-11159,2026-01-17,CUST-7617,8814.64,Card,0.02,0.00,,176.29,31.73,88.15,8518.47
ORD-11160,2026-01-04,CUST-5573,5913.55,Wallet,0.018,0.00,,106.44,19.16,59.14,5728.81
ORD-11161,2026-01-22,CUST-6233,12971.80,UPI,0.00,0.00,,0.00,0.00,129.72,12842.08
ORD-11162,2026-01-23,CUST-6588,6374.03,NetBanking,0.015,0.00,,95.61,17.21,63.74,6197.47
ORD-11163,2026-01-23,CUST-4317,8453.79,UPI,0.00,0.00,,0.00,0.00,84.54,8369.25
ORD-11164,2026-01-05,CUST-8060,4504.98,UPI,0.00,0.00,,0.00,0.00,45.05,4459.93
ORD-11165,2026-01-30,CUST-9236,3051.61,UPI,0.00,0.00,,0.00,0.00,30.52,3021.09
ORD-11166,2026-01-20,CUST-9210,7180.07,UPI,0.00,0.00,,0.00,0.00,71.80,7108.27
ORD-11167,2026-01-04,CUST-8674,14110.88,UPI,0.00,0.00,,0.00,0.00,141.11,13969.77
ORD-11168,2026-01-10,CUST-1452,6863.50,UPI,0.00,0.00,,0.00,0.00,68.64,6794.86
ORD-11169,2026-01-19,CUST-8572,1631.08,Card,0.02,0.00,,32.62,5.87,16.31,1576.28
ORD-11170,2026-01-21,CUST-8892,1372.35,UPI,0.00,266.78,2026-01-27,0.00,0.00,13.72,1091.85
ORD-11171,2026-01-29,CUST-4367,6539.61,UPI,0.00,0.00,,0.00,0.00,65.40,6474.21
ORD-11172,2026-01-01,CUST-6111,13420.91,UPI,0.00,0.00,,0.00,0.00,134.21,13286.70
ORD-11173,2026-01-26,CUST-7238,13333.88,NetBanking,0.015,0.00,,200.01,36.00,133.34,12964.53
ORD-11174,2026-01-21,CUST-9283,13918.23,Wallet,0.018,0.00,,250.53,45.10,139.18,13483.42
ORD-11175,2026-01-20,CUST-1693,13378.53,UPI,0.00,0.00,,0.00,0.00,133.79,13244.74
ORD-11176,2026-01-15,CUST-6724,12389.95,Card,0.02,0.00,,247.80,44.60,123.90,11973.65
ORD-11177,2026-01-10,CUST-5372,6005.55,UPI,0.00,0.00,,0.00,0.00,60.06,5945.49
ORD-11178,2026-01-13,CUST-1997,1145.73,UPI,0.00,0.00,,0.00,0.00,11.46,1134.27
ORD-11179,2026-01-02,CUST-5052,7188.95,Card,0.02,0.00,,143.78,25.88,71.89,6947.40
ORD-11180,2026-01-21,CUST-6616,13662.01,UPI,0.00,0.00,,0.00,0.00,136.62,13525.39
ORD-11181,2026-01-19,CUST-9695,1551.62,UPI,0.00,0.00,,0.00,0.00,15.52,1536.10
ORD-11182,2026-01-20,CUST-3376,410.11,UPI,0.00,0.00,,0.00,0.00,4.10,406.01
ORD-11183,2026-01-04,CUST-6585,4455.17,UPI,0.00,0.00,,0.00,0.00,44.55,4410.62
ORD-11184,2026-01-04,CUST-7567,2703.60,Wallet,0.018,0.00,,48.66,8.76,27.04,2619.14
ORD-11185,2026-01-12,CUST-3775,1073.94,UPI,0.00,0.00,,0.00,0.00,10.74,1063.20
ORD-11186,2026-01-05,CUST-6176,10086.45,UPI,0.00,0.00,,0.00,0.00,100.86,9985.59
ORD-11187,2026-01-11,CUST-6398,5890.83,UPI,0.00,0.00,,0.00,0.00,58.91,5831.92
ORD-11188,2026-01-15,CUST-1919,5170.48,UPI,0.00,0.00,,0.00,0.00,51.70,5118.78
ORD-11189,2026-01-13,CUST-2099,10641.25,UPI,0.00,0.00,,0.00,0.00,106.41,10534.84
ORD-11190,2026-01-10,CUST-2070,2324.46,UPI,0.00,0.00,,0.00,0.00,23.24,2301.22
ORD-11191,2026-01-22,CUST-8194,10662.95,Card,0.02,0.00,,213.26,38.39,106.63,10304.67
ORD-11192,2026-01-18,CUST-2502,10826.61,UPI,0.00,0.00,,0.00,0.00,108.27,10718.34
ORD-11193,2026-01-06,CUST-7654,8801.99,Card,0.02,0.00,,176.04,31.69,88.02,8506.24
ORD-11194,2026-01-19,CUST-3594,8345.20,UPI,0.00,0.00,,0.00,0.00,83.45,8261.75
ORD-11195,2026-01-07,CUST-4539,4980.25,NetBanking,0.015,0.00,,74.70,13.45,49.80,4842.30
ORD-11196,2026-01-14,CUST-5911,11099.80,UPI,0.00,3253.84,2026-01-15,0.00,0.00,111.00,7734.96
ORD-11197,2026-01-07,CUST-6816,909.13,Wallet,0.018,0.00,,16.36,2.94,9.09,880.74
ORD-11198,2026-01-10,CUST-7523,14628.58,UPI,0.00,0.00,,0.00,0.00,146.29,14482.29
ORD-11199,2026-01-30,CUST-3064,3775.70,Card,0.02,0.00,,75.51,13.59,37.76,3648.84
ORD-11200,2026-01-28,CUST-3042,1510.96,Card,0.02,0.00,,30.22,5.44,15.11,1460.19
ORD-11201,2026-01-06,CUST-4250,3322.35,NetBanking,0.015,1733.96,2026-01-08,49.84,8.97,33.22,1496.36
ORD-11202,2026-01-03,CUST-7658,2179.92,Wallet,0.018,0.00,,39.24,7.06,21.80,2111.82
ORD-11203,2026-01-12,CUST-9879,3457.33,UPI,0.00,0.00,,0.00,0.00,34.57,3422.76
ORD-11204,2026-01-10,CUST-8398,10787.39,UPI,0.00,0.00,,0.00,0.00,107.87,10679.52
ORD-11205,2026-01-10,CUST-4557,14651.56,Wallet,0.018,0.00,,263.73,47.47,146.52,14193.84
ORD-11206,2026-01-25,CUST-1687,4890.18,UPI,0.00,0.00,,0.00,0.00,48.90,4841.28
ORD-11207,2026-01-08,CUST-4395,11249.73,UPI,0.00,0.00,,0.00,0.00,112.50,11137.23
ORD-11208,2026-01-04,CUST-6360,1101.40,Card,0.02,335.48,2026-01-08,22.03,3.97,11.01,728.91
ORD-11209,2026-01-28,CUST-3581,4700.60,NetBanking,0.015,0.00,,70.51,12.69,47.01,4570.39
ORD-11210,2026-01-26,CUST-3443,10959.87,Card,0.02,0.00,,219.20,39.46,109.60,10591.61
ORD-11211,2026-01-09,CUST-9684,9223.29,Wallet,0.018,0.00,,166.02,29.88,92.23,8935.16
ORD-11212,2026-01-08,CUST-4957,8610.38,UPI,0.00,0.00,,0.00,0.00,86.10,8524.28
ORD-11213,2026-01-05,CUST-9714,10888.80,UPI,0.00,0.00,,0.00,0.00,108.89,10779.91
ORD-11214,2026-01-20,CUST-8746,957.25,UPI,0.00,0.00,,0.00,0.00,9.57,947.68
ORD-11215,2026-01-02,CUST-2093,2890.10,UPI,0.00,0.00,,0.00,0.00,28.90,2861.20
ORD-11216,2026-01-18,CUST-7539,2172.61,Wallet,0.018,0.00,,39.11,7.04,21.73,2104.73
ORD-11217,2026-01-29,CUST-4990,1771.96,Card,0.02,0.00,,35.44,6.38,17.72,1712.42
ORD-11218,2026-01-22,CUST-2875,1886.70,Card,0.02,0.00,,37.73,6.79,18.87,1823.31
ORD-11219,2026-01-05,CUST-9240,9766.83,UPI,0.00,0.00,,0.00,0.00,97.67,9669.16
ORD-11220,2026-01-07,CUST-3833,9656.65,UPI,0.00,0.00,,0.00,0.00,96.57,9560.08
ORD-11221,2026-01-10,CUST-5777,6593.76,International Card,0.03,0.00,,197.81,35.61,65.94,6294.40
ORD-11222,2026-01-16,CUST-1821,8858.52,UPI,0.00,0.00,,0.00,0.00,88.59,8769.93
ORD-11223,2026-01-13,CUST-4535,1779.33,Card,0.02,0.00,,35.59,6.41,17.79,1719.54
ORD-11224,2026-01-13,CUST-3707,9465.61,UPI,0.00,0.00,,0.00,0.00,94.66,9370.95
ORD-11225,2026-01-27,CUST-9089,4010.69,UPI,0.00,0.00,,0.00,0.00,40.11,3970.58
ORD-11226,2026-01-06,CUST-3500,14156.15,Card,0.02,0.00,,283.12,50.96,141.56,13680.51
ORD-11227,2026-01-26,CUST-1350,8668.15,Wallet,0.018,0.00,,156.03,28.09,86.68,8397.35
ORD-11228,2026-01-26,CUST-3226,6664.02,UPI,0.00,0.00,,0.00,0.00,66.64,6597.38
ORD-11229,2026-01-29,CUST-3419,9882.46,International Card,0.03,0.00,,296.47,53.36,98.82,9433.81
ORD-11230,2026-01-01,CUST-8718,14621.70,Wallet,0.018,0.00,,263.19,47.37,146.22,14164.92
ORD-11231,2026-01-11,CUST-5433,13214.00,UPI,0.00,0.00,,0.00,0.00,132.14,13081.86
ORD-11232,2026-01-28,CUST-3944,13694.91,UPI,0.00,3850.28,2026-01-30,0.00,0.00,136.95,9707.68
ORD-11233,2026-01-30,CUST-4007,12410.52,NetBanking,0.015,0.00,,186.16,33.51,124.11,12066.74
