settlement_id,settlement_date,order_id,claimed_gross_amount,claimed_mdr_amount,claimed_gst_on_mdr,claimed_tds,claimed_refund_deducted,claimed_net_amount
SET-20260105,2026-01-05,ORD-11183,4455.17,0.00,0.00,44.55,0.00,4410.62
SET-20260105,2026-01-05,ORD-11184,2703.60,48.66,8.76,27.04,0.00,2619.14
SET-20260113,2026-01-13,ORD-11185,1073.94,0.00,0.00,10.74,0.00,1063.20
SET-20260106,2026-01-06,ORD-11186,10086.45,0.00,0.00,100.86,0.00,9985.59
SET-20260112,2026-01-12,ORD-11187,5890.83,0.00,0.00,58.91,0.00,5831.92
SET-20260116,2026-01-16,ORD-11188,5170.48,0.00,0.00,51.70,0.00,5118.78
SET-20260114,2026-01-14,ORD-11189,10641.25,0.00,0.00,106.41,0.00,10534.84
SET-20260112,2026-01-12,ORD-11190,2324.46,0.00,0.00,23.24,0.00,2301.22
SET-20260123,2026-01-23,ORD-11191,10662.95,266.57,38.39,106.63,0.00,10304.67
SET-20260119,2026-01-19,UNKNOWN-9907,10826.61,0.00,0.00,108.27,500.00,10718.34
SET-20260107,2026-01-07,ORD-11193,8801.99,176.04,31.69,88.02,0.00,8506.24
SET-20260120,2026-01-20,ORD-11194,8345.20,0.00,0.00,83.45,0.00,8261.75
SET-20260108,2026-01-08,ORD-11195,4980.25,74.70,13.45,49.80,0.00,4842.30
SET-20260115,2026-01-15,ORD-11196,11099.80,0.00,0.00,111.00,3253.84,7734.96
SET-20260108,2026-01-08,ORD-11197,909.13,16.36,2.99,9.09,0.00,880.74
SET-20260112,2026-01-12,ORD-11198,14628.58,0.00,0.00,146.29,0.00,14482.29
SET-20260202,2026-02-02,ORD-11199,3775.70,75.51,13.59,37.76,0.00,3648.84
SET-20260129,2026-01-29,ORD-11200,1510.96,30.22,5.44,15.11,0.00,1460.19
SET-20260107,2026-01-07,ORD-11201,3322.35,49.84,8.97,33.22,1733.96,1496.36
SET-20260105,2026-01-05,ORD-11202,2179.92,39.24,7.06,21.80,0.00,2111.82
SET-20260113,2026-01-13,ORD-11203,3457.33,0.00,0.00,34.57,0.00,3422.76
SET-20260112,2026-01-12,ORD-11204,10787.39,269.68,0.00,107.87,0.00,10679.52
SET-20260112,2026-01-12,ORD-11205,14651.56,263.73,47.47,146.52,0.00,14193.84
SET-20260126,2026-01-26,ORD-11206,4890.18,0.00,0.00,48.90,0.00,4841.28
SET-20260109,2026-01-09,ORD-11207,11249.73,0.00,0.00,112.50,0.00,11137.23
SET-20260105,2026-01-05,ORD-11208,1101.40,22.03,3.97,11.01,335.48,728.91
SET-20260129,2026-01-29,ORD-11209,4700.60,70.51,12.69,47.01,0.00,4570.39
SET-20260127,2026-01-27,ORD-11210,10959.87,219.20,39.46,109.60,0.00,10591.61
SET-20260112,2026-01-12,ORD-11211,9223.29,166.02,29.88,92.23,0.00,8935.16
SET-20260109,2026-01-09,ORD-11212,8610.38,0.00,0.00,86.10,0.00,8524.28
SET-20260106,2026-01-06,ORD-11213,10888.80,0.00,0.00,108.89,0.00,10779.91
SET-20260121,2026-01-21,ORD-11214,957.25,0.00,0.00,9.57,0.00,947.68
SET-20260105,2026-01-05,ORD-11215,2890.10,0.00,0.00,28.90,0.00,2861.20
SET-20260119,2026-01-19,ORD-11216,2172.61,39.11,7.04,21.73,0.00,2104.73
SET-20260130,2026-01-30,ORD-11217,1771.96,35.44,6.38,17.72,0.00,1712.42
SET-20260123,2026-01-23,ORD-11218,1886.70,37.73,6.79,18.87,0.00,1823.31
SET-20260106,2026-01-06,ORD-11219,9766.83,0.00,0.00,97.67,0.00,9669.16
SET-20260108,2026-01-08,ORD-11220,9656.65,0.00,0.00,96.57,0.00,9560.08
SET-20260112,2026-01-12,ORD-11221,6593.76,197.81,35.61,65.94,0.00,6294.40
SET-20260119,2026-01-19,ORD-11222,8858.52,0.00,0.00,88.59,0.00,8769.93
SET-20260114,2026-01-14,ORD-11223,1779.33,35.59,6.41,17.79,0.00,1719.54
SET-20260114,2026-01-14,ORD-11224,9465.61,0.00,0.00,94.66,0.00,9370.95
SET-20260128,2026-01-28,ORD-11225,4010.69,0.00,0.00,40.11,0.00,3970.58
SET-20260107,2026-01-07,ORD-11226,14156.15,283.12,50.96,141.56,0.00,13680.51
SET-20260127,2026-01-27,ORD-11227,8668.15,156.03,28.09,86.68,0.00,8397.35
SET-20260127,2026-01-27,ORD-11228,6664.02,0.00,0.00,66.64,0.00,6597.38
SET-20260130,2026-01-30,ORD-11229,9882.46,296.47,53.36,98.82,0.00,9433.81
SET-20260102,2026-01-02,ORD-11230,14621.70,263.19,47.37,146.22,0.00,14164.92
SET-20260112,2026-01-12,ORD-11231,13214.00,0.00,0.00,132.14,0.00,13081.86
SET-20260129,2026-01-29,ORD-11232,13694.91,0.00,0.00,136.95,3850.28,9707.68
SET-20260202,2026-02-02,ORD-11233,12410.52,186.16,33.51,124.11,0.00,12066.74
SET-20260107,2026-01-07,ORD-11234,14213.83,0.00,0.00,142.14,0.00,14071.69
SET-20260122,2026-01-22,ORD-11235,5205.82,93.70,16.87,52.06,0.00,5043.19
SET-20260106,2026-01-06,ORD-11236,11293.27,225.87,40.66,112.93,0.00,10913.81
SET-20260127,2026-01-27,ORD-11237,9901.55,0.00,0.00,99.02,0.00,9802.53
SET-20260121,2026-01-21,ORD-11238,14597.35,437.92,78.83,145.97,0.00,13934.63
SET-20260105,2026-01-05,ORD-11239,11105.03,0.00,0.00,111.05,0.00,10993.98
SET-20260107,2026-01-07,ORD-11240,13181.38,0.00,0.00,131.81,0.00,13049.57
SET-20260107,2026-01-07,ORD-11241,13684.58,205.27,36.95,136.85,0.00,13305.51
SET-20260121,2026-01-21,ORD-11242,12687.19,0.00,0.00,126.87,0.00,12560.32
SET-20260119,2026-01-19,ORD-11243,11346.16,226.92,40.85,113.46,0.00,10964.93
SET-20260114,2026-01-14,ORD-11244,1043.64,20.87,3.76,10.44,0.00,1008.57
SET-20260119,2026-01-19,ORD-11245,925.27,18.51,3.33,9.25,0.00,894.18
SET-20260102,2026-01-02,ORD-11246,4404.06,132.12,23.78,44.04,0.00,4204.12
SET-20260130,2026-01-30,ORD-11247,9459.62,189.19,34.05,94.60,0.00,9141.78
SET-20260106,2026-01-06,ORD-11248,3247.05,0.00,0.00,32.47,0.00,3214.58
SET-20260115,2026-01-15,ORD-11249,10207.70,153.12,27.56,102.08,0.00,9924.94
SET-20260112,2026-01-12,ORD-11250,5280.85,0.00,0.00,52.81,0.00,5228.04
SET-20260127,2026-01-27,ORD-11251,11765.64,235.31,42.36,117.66,0.00,11370.31
SET-20260113,2026-01-13,ORD-11252,7558.99,136.06,24.49,75.59,0.00,7322.85
SET-20260102,2026-01-02,ORD-11253,14377.97,0.00,0.00,143.78,0.00,7117.10
SET-20260116,2026-01-16,ORD-11254,10740.86,0.00,0.00,107.41,0.00,10633.45
SET-20260113,2026-01-13,ORD-11255,7356.90,0.00,0.00,73.57,0.00,7283.33
SET-20260126,2026-01-26,ORD-11256,3489.78,0.00,0.00,34.90,0.00,3454.88
SET-20260120,2026-01-20,ORD-11257,10314.76,206.30,37.13,103.15,0.00,9968.18
SET-20260120,2026-01-20,ORD-11258,6829.98,0.00,0.00,68.30,0.00,6761.68
SET-20260119,2026-01-19,UNKNOWN-5572,5447.31,108.95,19.61,54.47,500.00,5264.28
SET-20260105,2026-01-05,ORD-11260,4132.15,61.98,11.16,41.32,0.00,4017.69
SET-20260116,2026-01-16,ORD-11261,13623.39,0.00,0.00,136.23,0.00,13487.16
SET-20260119,2026-01-19,ORD-11262,3015.37,0.00,0.00,30.15,0.00,2985.22
SET-20260105,2026-01-05,ORD-11263,12310.96,0.00,0.00,123.11,0.00,12187.85
SET-20260119,2026-01-19,ORD-11264,7796.26,0.00,0.00,77.96,0.00,7718.30
SET-20260126,2026-01-26,ORD-11265,11057.91,165.87,29.86,110.58,0.00,10751.60
SET-20260105,2026-01-05,ORD-11266,5440.16,108.80,19.58,54.40,0.00,5257.38
SET-20260122,2026-01-22,ORD-11267,1009.46,0.00,0.00,10.09,0.00,999.37
SET-20260127,2026-01-27,ORD-11268,6578.56,0.00,0.00,65.79,0.00,6512.77
SET-20260115,2026-01-15,ORD-11269,2621.52,52.43,9.44,26.22,0.00,2533.43
SET-20260128,2026-01-28,ORD-11270,14786.89,295.74,53.23,147.87,0.00,14290.05
SET-20260121,2026-01-21,ORD-11271,1784.03,35.68,6.42,17.84,0.00,1724.09
SET-20260119,2026-01-19,ORD-11272,9533.40,0.00,0.00,95.33,0.00,9438.07
SET-20260105,2026-01-05,ORD-11273,14055.41,253.00,45.54,140.55,0.00,13616.32
SET-20260114,2026-01-14,ORD-11274,11113.99,0.00,0.00,111.14,0.00,11002.85
SET-20260112,2026-01-12,ORD-11275,10871.61,0.00,0.00,108.72,0.00,10762.89
SET-20260130,2026-01-30,ORD-11276,4633.43,0.00,0.00,46.33,0.00,4587.10
SET-20260108,2026-01-08,ORD-11277,14044.29,252.80,45.50,140.44,0.00,13605.55
SET-20260112,2026-01-12,ORD-11278,883.71,17.67,3.18,8.84,0.00,854.02
SET-20260121,2026-01-21,ORD-11279,304.24,4.56,0.82,3.04,0.00,295.82
SET-20260126,2026-01-26,ORD-11280,14488.64,260.80,46.94,144.89,0.00,14036.01
SET-20260113,2026-01-13,ORD-11281,14472.43,0.00,0.00,144.72,0.00,14327.71
SET-20260202,2026-02-02,ORD-11282,4221.42,63.32,11.40,42.21,0.00,4104.49
SET-20260202,2026-02-02,ORD-11283,6111.60,0.00,0.00,61.12,0.00,6050.48
SET-20260120,2026-01-20,ORD-11284,13610.29,0.00,0.00,136.10,0.00,13474.19
SET-20260105,2026-01-05,ORD-11285,2325.60,46.51,8.37,23.26,0.00,2247.46
SET-20260116,2026-01-16,ORD-11286,4727.24,0.00,0.00,47.27,0.00,4679.97
SET-20260112,2026-01-12,ORD-11287,14759.28,0.00,0.00,147.59,0.00,14611.69
SET-20260202,2026-02-02,ORD-11288,5550.79,0.00,0.00,55.51,0.00,5495.28
SET-20260127,2026-01-27,ORD-11289,12277.64,0.00,0.00,122.78,0.00,12154.86
SET-20260127,2026-01-27,ORD-11290,10781.30,0.00,0.00,107.81,0.00,10673.49
SET-20260119,2026-01-19,ORD-11291,9476.20,0.00,0.00,94.76,0.00,9381.44
SET-20260122,2026-01-22,ORD-11292,6855.22,0.00,0.00,137.10,0.00,6786.67
SET-20260202,2026-02-02,ORD-11293,14394.45,0.00,0.00,143.94,0.00,14250.51
SET-20260120,2026-01-20,ORD-11294,5281.99,0.00,0.00,52.82,0.00,5229.17
SET-20260128,2026-01-28,ORD-11295,8881.71,0.00,0.00,88.82,0.00,8792.89
SET-20260112,2026-01-12,ORD-11296,10827.41,0.00,0.00,108.27,0.00,10719.14
SET-20260116,2026-01-16,ORD-11297,12234.50,244.69,44.04,122.35,0.00,11823.42
SET-20260106,2026-01-06,ORD-11298,1225.76,24.52,4.41,12.26,0.00,1184.57
SET-20260116,2026-01-16,ORD-11299,6831.67,0.00,0.00,68.32,0.00,6763.35
SET-20260202,2026-02-02,ORD-11300,10590.82,0.00,0.00,105.91,0.00,10484.91
SET-20260119,2026-01-19,ORD-11301,13060.59,235.09,42.32,130.61,5185.94,7466.63
SET-20260109,2026-01-09,ORD-11302,1408.86,0.00,0.00,14.09,0.00,1394.77
SET-20260115,2026-01-15,ORD-11303,7405.06,133.29,23.99,74.05,0.00,7173.73
SET-20260120,2026-01-20,ORD-11304,6956.33,0.00,0.00,69.56,0.00,6886.77
SET-20260122,2026-01-22,ORD-11305,2888.15,0.00,0.00,28.88,0.00,2859.27
SET-20260121,2026-01-21,ORD-11306,13913.46,278.27,50.09,139.13,0.00,13445.97
SET-20260107,2026-01-07,ORD-11307,1446.35,43.39,7.81,14.46,0.00,1380.69
SET-20260119,2026-01-19,ORD-11308,8869.96,0.00,0.00,88.70,0.00,8781.26
SET-20260121,2026-01-21,ORD-11309,9790.85,0.00,0.00,97.91,0.00,9692.94
SET-20260106,2026-01-06,ORD-11310,10166.61,254.17,36.60,101.67,0.00,9825.01
SET-20260114,2026-01-14,ORD-11311,565.12,0.00,0.00,5.65,0.00,559.47
SET-20260123,2026-01-23,ORD-11312,14940.71,224.11,40.34,149.41,0.00,14526.85
SET-20260119,2026-01-19,ORD-11313,815.09,0.00,0.00,8.15,0.00,806.94
SET-20260119,2026-01-19,ORD-11314,5255.24,0.00,0.00,52.55,2312.96,2889.73
SET-20260109,2026-01-09,ORD-11315,14707.87,294.16,52.95,294.16,0.00,14213.68
SET-20260119,2026-01-19,ORD-11316,9413.70,0.00,0.00,94.14,0.00,9319.56
SET-20260126,2026-01-26,ORD-11317,12693.95,0.00,0.00,126.94,0.00,6283.51
SET-20260113,2026-01-13,ORD-11318,1393.91,27.88,5.02,13.94,0.00,1347.07
SET-20260127,2026-01-27,ORD-11319,3391.02,50.87,9.16,33.91,0.00,3297.08
SET-20260115,2026-01-15,ORD-11320,14529.49,0.00,0.00,145.29,0.00,14384.20
SET-20260106,2026-01-06,ORD-11321,8598.16,0.00,0.00,85.98,0.00,8512.18
SET-20260108,2026-01-08,ORD-11322,6114.94,183.45,33.02,61.15,0.00,5837.32
SET-20260112,2026-01-12,ORD-11323,407.41,8.15,1.47,4.07,0.00,393.72
SET-20260108,2026-01-08,ORD-11324,12375.33,0.00,0.00,123.75,0.00,12251.58
SET-20260130,2026-01-30,ORD-11325,12308.55,246.17,44.31,123.09,0.00,11894.98
SET-20260126,2026-01-26,ORD-11326,3310.84,0.00,0.00,33.11,0.00,3277.73
SET-20260102,2026-01-02,ORD-11327,12927.12,0.00,0.00,129.27,0.00,12797.85
SET-20260126,2026-01-26,ORD-11328,9717.30,194.35,34.98,97.17,0.00,4695.40
SET-20260108,2026-01-08,ORD-11329,12094.66,181.42,32.66,120.95,0.00,11759.63
SET-20260106,2026-01-06,ORD-11330,11078.39,166.18,29.91,110.78,0.00,10771.52
SET-20260121,2026-01-21,ORD-11331,12262.23,0.00,0.00,122.62,0.00,12139.61
SET-20260112,2026-01-12,ORD-11332,14453.79,260.17,46.83,144.54,0.00,14002.25
SET-20260119,2026-01-19,ORD-11333,2107.76,42.16,7.59,21.08,0.00,2036.93
SET-20260114,2026-01-14,ORD-11334,11875.93,0.00,0.00,118.76,0.00,11757.17
SET-20260123,2026-01-23,ORD-11335,13130.43,0.00,0.00,131.30,0.00,12999.13
SET-20260127,2026-01-27,ORD-11336,4479.22,0.00,0.00,44.79,0.00,4434.43
SET-20260130,2026-01-30,ORD-11337,1368.16,0.00,0.00,13.68,0.00,1354.48
SET-20260112,2026-01-12,ORD-11338,8128.20,0.00,0.00,81.28,0.00,8046.92
SET-20260108,2026-01-08,ORD-11339,7184.16,0.00,0.00,71.84,0.00,7112.32
SET-20260108,2026-01-08,ORD-11340,8900.95,160.22,28.84,89.01,0.00,8622.88
SET-20260120,2026-01-20,ORD-11341,7399.94,0.00,0.00,74.00,0.00,7325.94
SET-20260112,2026-01-12,ORD-11342,14249.36,0.00,0.00,142.49,0.00,14106.87
SET-20260130,2026-01-30,ORD-11343,4744.90,0.00,0.00,47.45,0.00,4697.45
SET-20260127,2026-01-27,ORD-11344,1413.76,0.00,0.00,14.14,0.00,1399.62
SET-20260112,2026-01-12,ORD-11345,4021.76,0.00,0.00,40.22,0.00,3981.54
SET-20260121,2026-01-21,ORD-11346,10697.58,0.00,0.00,106.98,0.00,10590.60
SET-20260107,2026-01-07,ORD-11347,8543.31,0.00,0.00,85.43,0.00,8457.88
SET-20260116,2026-01-16,ORD-11348,12817.63,0.00,0.00,128.18,0.00,12689.45
SET-20260115,2026-01-15,ORD-11349,10895.72,0.00,0.00,108.96,0.00,10786.76
SET-20260112,2026-01-12,ORD-11350,3100.51,55.81,10.05,31.01,0.00,3003.64
SET-20260126,2026-01-26,ORD-11351,8263.41,0.00,0.00,82.63,0.00,8180.78
SET-20260129,2026-01-29,ORD-11352,14839.05,0.00,0.00,148.39,0.00,14690.66
SET-20260120,2026-01-20,ORD-11353,1881.96,0.00,0.00,18.82,0.00,1863.14
SET-20260119,2026-01-19,ORD-11354,4640.99,0.00,0.00,46.41,0.00,4594.58
SET-20260106,2026-01-06,ORD-11355,13226.29,0.00,0.00,132.26,0.00,13094.03
SET-20260121,2026-01-21,ORD-11356,14011.26,280.23,50.44,140.11,0.00,13540.48
SET-20260112,2026-01-12,ORD-11357,5552.66,0.00,0.00,55.53,0.00,5497.13
SET-20260106,2026-01-06,ORD-11358,2688.15,0.00,0.00,26.88,0.00,2661.27
SET-20260105,2026-01-05,ORD-11359,2788.28,55.77,10.04,27.88,0.00,2694.59
SET-20260108,2026-01-08,ORD-11360,2972.73,0.00,0.00,29.73,0.00,2943.00
SET-20260112,2026-01-12,ORD-11361,10051.63,0.00,0.00,100.52,0.00,9951.11
SET-20260119,2026-01-19,ORD-11362,5710.15,0.00,0.00,57.10,0.00,5653.05
SET-20260112,2026-01-12,ORD-11363,8584.47,171.69,30.90,85.84,0.00,8296.04
SET-20260109,2026-01-09,ORD-11364,4334.22,0.00,0.00,43.34,0.00,4290.88
SET-20260107,2026-01-07,ORD-11365,8511.60,0.00,0.00,85.12,0.00,8426.48
SET-20260105,2026-01-05,ORD-11366,8983.75,0.00,0.00,89.84,0.00,8893.91
SET-20260129,2026-01-29,ORD-11367,525.33,7.88,1.42,5.25,0.00,510.78
SET-20260120,2026-01-20,ORD-11368,2207.27,0.00,0.00,22.07,0.00,2185.20
SET-20260126,2026-01-26,ORD-11369,14997.77,0.00,0.00,149.98,0.00,14847.79
SET-20260126,2026-01-26,ORD-11370,13825.30,0.00,0.00,138.25,0.00,13687.05
SET-20260109,2026-01-09,ORD-11371,6157.39,110.83,19.95,61.57,0.00,5965.04
SET-20260105,2026-01-05,ORD-11372,7358.62,0.00,0.00,73.59,0.00,7285.03
SET-20260109,2026-01-09,ORD-11373,13353.54,267.07,48.07,133.54,0.00,12904.86
SET-20260105,2026-01-05,ORD-11374,1751.57,0.00,0.00,17.52,0.00,1734.05
SET-20260116,2026-01-16,ORD-11375,11752.48,0.00,0.00,117.52,0.00,11634.96
SET-20260108,2026-01-08,ORD-11376,898.93,0.00,0.00,8.99,0.00,889.94
SET-20260112,2026-01-12,ORD-11377,5452.98,0.00,0.00,54.53,0.00,5398.45
SET-20260106,2026-01-06,ORD-11378,2555.55,0.00,0.00,25.56,0.00,2529.99
SET-20260126,2026-01-26,ORD-11379,3389.59,0.00,0.00,33.90,0.00,3355.69
SET-20260112,2026-01-12,ORD-11380,2704.21,0.00,0.00,27.04,394.04,2283.13
SET-20260120,2026-01-20,ORD-11381,2774.87,0.00,0.00,27.75,832.92,1914.20
SET-20260120,2026-01-20,ORD-11382,10019.66,150.29,27.05,100.20,0.00,9742.12
SET-20260112,2026-01-12,ORD-11383,7891.34,0.00,0.00,78.91,0.00,7812.43
SET-20260119,2026-01-19,ORD-11384,1641.18,0.00,0.00,16.41,0.00,1624.77
SET-20260202,2026-02-02,ORD-11385,13939.91,0.00,0.00,139.40,0.00,13800.51
SET-20260105,2026-01-05,ORD-11386,9860.38,0.00,0.00,98.60,0.00,9761.78
SET-20260116,2026-01-16,ORD-11387,3085.15,46.28,8.33,30.85,0.00,2999.69
SET-20260128,2026-01-28,ORD-11388,10761.39,0.00,0.00,107.61,0.00,10653.78
SET-20260106,2026-01-06,ORD-11389,4683.59,93.67,16.86,46.84,0.00,4526.22
SET-20260116,2026-01-16,ORD-11390,13242.51,0.00,0.00,132.43,0.00,13110.08
SET-20260126,2026-01-26,ORD-11391,462.16,9.24,1.66,4.62,192.07,254.57
SET-20260107,2026-01-07,ORD-11392,7657.91,0.00,0.00,76.58,0.00,7581.33
SET-20260116,2026-01-16,ORD-11393,5554.17,0.00,0.00,55.54,0.00,5498.63
SET-20260119,2026-01-19,ORD-11394,14014.51,280.29,50.45,140.15,0.00,13543.62
SET-20260122,2026-01-22,ORD-11395,633.63,12.67,2.28,6.34,0.00,612.34
SET-20260102,2026-01-02,ORD-11396,1405.81,0.00,0.00,14.06,0.00,1391.75
SET-20260105,2026-01-05,ORD-11397,7106.91,0.00,0.00,71.07,3259.16,3776.68
SET-20260105,2026-01-05,ORD-11398,6438.37,0.00,0.00,64.38,0.00,6373.99
SET-20260102,2026-01-02,ORD-11399,11484.18,206.72,37.21,114.84,0.00,11125.41
SET-20260105,2026-01-05,ORD-11400,10145.89,202.92,36.53,101.46,0.00,9804.98
SET-20260121,2026-01-21,ORD-11401,4250.26,127.51,22.95,42.50,0.00,4057.30
SET-20260130,2026-01-30,ORD-11402,308.90,0.00,0.00,3.09,118.81,187.00
SET-20260202,2026-02-02,ORD-11403,6823.00,122.81,22.11,68.23,0.00,6609.85
SET-20260114,2026-01-14,ORD-11404,1160.51,0.00,0.00,11.61,0.00,1148.90
SET-20260114,2026-01-14,ORD-11405,8815.74,0.00,0.00,88.16,0.00,8727.58
SET-20260116,2026-01-16,ORD-11406,12487.00,249.74,44.95,124.87,0.00,12067.44
SET-20260109,2026-01-09,ORD-11407,13700.67,0.00,0.00,137.01,6448.28,7115.38
SET-20260106,2026-01-06,ORD-11408,13369.58,267.39,48.13,133.70,0.00,12920.36
SET-20260126,2026-01-26,ORD-11409,3850.52,0.00,0.00,38.51,0.00,3812.01
SET-20260105,2026-01-05,ORD-11410,12531.24,0.00,0.00,125.31,0.00,12405.93
SET-20260121,2026-01-21,ORD-11411,9579.56,0.00,0.00,95.80,0.00,9483.76
SET-20260115,2026-01-15,ORD-11412,12765.85,0.00,0.00,127.66,0.00,12638.19
SET-20260130,2026-01-30,ORD-11413,8321.94,166.44,29.96,83.22,0.00,8042.32
SET-20260119,2026-01-19,ORD-11414,9972.97,0.00,0.00,99.73,3060.37,6812.87
SET-20260112,2026-01-12,ORD-11415,907.16,0.00,0.00,9.07,0.00,898.09
SET-20260119,2026-01-19,ORD-11416,3147.52,0.00,0.00,31.48,0.00,3116.04
SET-20260126,2026-01-26,ORD-11417,12000.58,0.00,0.00,120.01,0.00,11880.57
SET-20260121,2026-01-21,ORD-11418,4081.66,0.00,0.00,40.82,0.00,4040.84
SET-20260119,2026-01-19,ORD-11419,11549.36,0.00,0.00,115.49,0.00,11433.87
SET-20260123,2026-01-23,ORD-11420,14130.93,211.96,38.15,141.31,0.00,13739.51
SET-20260129,2026-01-29,ORD-11421,8519.74,170.39,30.67,85.20,0.00,8233.48
SET-20260128,2026-01-28,ORD-11422,8037.10,0.00,0.00,80.37,3708.48,4248.25
SET-20260115,2026-01-15,ORD-11423,2331.25,69.94,12.59,23.31,0.00,2225.41
SET-20260102,2026-01-02,ORD-11424,12648.22,379.45,68.30,126.48,0.00,12073.99
SET-20260202,2026-02-02,ORD-11425,13618.47,0.00,0.00,136.18,0.00,13482.29
SET-20260105,2026-01-05,ORD-11426,10340.98,310.23,55.84,103.41,0.00,9871.50
SET-20260202,2026-02-02,ORD-11427,1019.33,0.00,0.00,10.19,0.00,1009.14
SET-20260128,2026-01-28,ORD-11428,11542.00,230.84,41.55,115.42,0.00,11154.19
SET-20260107,2026-01-07,ORD-11429,14540.38,290.81,52.35,145.40,0.00,14051.82
SET-20260106,2026-01-06,ORD-11430,8968.90,0.00,0.00,89.69,0.00,8879.21
SET-20260120,2026-01-20,ORD-11431,1863.31,0.00,0.00,18.63,0.00,1844.68
SET-20260112,2026-01-12,ORD-11432,4298.93,0.00,0.00,42.99,0.00,4255.94
SET-20260126,2026-01-26,ORD-11433,13391.45,0.00,0.00,133.91,0.00,13257.54
SET-20260112,2026-01-12,ORD-11434,1384.94,0.00,0.00,13.85,197.19,1173.90
SET-20260105,2026-01-05,ORD-11435,8482.33,0.00,0.00,84.82,0.00,8397.51
SET-20260106,2026-01-06,ORD-11436,11786.16,176.79,31.82,117.86,0.00,11459.69
SET-20260130,2026-01-30,ORD-11437,12710.88,254.22,45.76,127.11,0.00,12283.79
SET-20260112,2026-01-12,ORD-11438,11929.59,0.00,0.00,119.30,0.00,11810.29
SET-20260119,2026-01-19,ORD-11439,12561.61,0.00,0.00,125.62,0.00,12435.99
SET-20260105,2026-01-05,ORD-11440,1909.49,0.00,0.00,38.19,0.00,1890.40
SET-20260126,2026-01-26,ORD-11441,13045.91,0.00,0.00,130.46,0.00,6457.73
SET-20260105,2026-01-05,ORD-11442,9426.49,169.68,30.54,94.26,0.00,9132.01
SET-20260130,2026-01-30,ORD-11443,7523.42,0.00,0.00,75.23,0.00,7448.19
SET-20260120,2026-01-20,ORD-11444,2337.66,0.00,0.00,23.38,0.00,2314.28
SET-20260114,2026-01-14,ORD-11445,325.73,6.51,1.17,3.26,0.00,314.79
SET-20260128,2026-01-28,ORD-11446,4391.64,65.87,11.86,43.92,0.00,4269.99
SET-20260130,2026-01-30,ORD-11447,6169.79,123.40,22.21,61.70,0.00,5962.48
SET-20260107,2026-01-07,ORD-11448,8489.72,0.00,0.00,84.90,0.00,8404.82
SET-20260126,2026-01-26,ORD-11449,286.80,0.00,0.00,2.87,0.00,283.93
SET-20260122,2026-01-22,ORD-11450,10660.69,191.89,34.54,106.61,0.00,10327.65
SET-20260129,2026-01-29,ORD-11451,8620.04,129.30,23.27,86.20,0.00,8381.27
SET-20260116,2026-01-16,ORD-11452,1481.97,29.64,5.34,14.82,0.00,1432.17
SET-20260128,2026-01-28,ORD-11453,11899.60,0.00,0.00,119.00,0.00,11780.60
SET-20260116,2026-01-16,ORD-11454,1939.03,0.00,0.00,19.39,0.00,1919.64
SET-20260119,2026-01-19,ORD-11455,8095.51,161.91,29.14,80.96,0.00,7823.50
SET-20260112,2026-01-12,ORD-11456,7944.64,0.00,0.00,79.45,0.00,7865.19
SET-20260107,2026-01-07,ORD-11457,11772.60,0.00,0.00,117.73,0.00,11654.87
SET-20260126,2026-01-26,ORD-11458,1045.00,20.90,3.76,10.45,0.00,1009.89
SET-20260112,2026-01-12,ORD-11459,8934.53,0.00,0.00,89.35,0.00,8845.18
SET-20260126,2026-01-26,ORD-11460,9847.65,196.95,35.45,98.48,0.00,9516.77
SET-20260115,2026-01-15,ORD-11461,4430.45,0.00,0.00,44.30,0.00,4386.15
SET-20260119,2026-01-19,ORD-11462,6684.05,100.26,18.05,66.84,0.00,6498.90
SET-20260114,2026-01-14,ORD-11463,1225.71,0.00,0.00,12.26,0.00,1213.45
SET-20260130,2026-01-30,ORD-11464,10229.69,0.00,-0.05,102.30,0.00,10127.39
SET-20260107,2026-01-07,ORD-11465,4161.49,0.00,0.00,41.61,0.00,4119.88
SET-20260112,2026-01-12,ORD-11466,13405.12,335.13,0.00,134.05,0.00,13271.07
SET-20260119,2026-01-19,ORD-11467,6548.00,130.96,23.57,65.48,0.00,6327.99
SET-20260108,2026-01-08,ORD-11468,2197.68,0.00,0.00,21.98,0.00,2175.70
SET-20260102,2026-01-02,ORD-11469,5331.44,106.63,19.19,53.31,0.00,5152.31
SET-20260126,2026-01-26,ORD-11470,6039.36,120.79,21.74,60.39,0.00,5836.44
SET-20260126,2026-01-26,ORD-11471,13125.00,0.00,0.00,131.25,0.00,12993.75
SET-20260126,2026-01-26,ORD-11472,9579.99,0.00,0.00,95.80,0.00,9484.19
SET-20260119,2026-01-19,ORD-11473,9900.45,0.00,0.00,99.00,0.00,9801.45
SET-20260112,2026-01-12,ORD-11474,10473.15,0.00,0.00,104.73,0.00,10368.42
SET-20260129,2026-01-29,ORD-11475,8243.57,0.00,0.00,82.44,0.00,8161.13
SET-20260115,2026-01-15,ORD-11476,10220.16,153.30,27.59,102.20,0.00,9937.07
SET-20260127,2026-01-27,ORD-11477,5461.84,81.93,14.75,54.62,0.00,5310.54
SET-20260202,2026-02-02,ORD-11478,257.93,0.00,0.00,2.58,0.00,255.35
